Date,Height
2021-03-30,1637.842
2021-04-09,1637.7505
2021-04-09,1637.7855
2021-04-19,1637.661
2021-04-19,1637.641
2021-04-28,1637.506
2021-04-28,1637.723
2021-05-08,1637.7150000000001
2021-05-08,1637.7
2021-05-18,1637.804
2021-05-18,1637.839
2021-05-28,1637.6390000000001
2021-05-28,1637.649
2021-06-07,1637.5115
2021-06-07,1637.5014999999999
2021-06-17,1637.5475
2021-06-17,1637.5425
2021-06-27,1637.4940000000001
2021-06-27,1637.499
2021-07-07,1637.3535000000002
2021-07-07,1637.4935
2021-07-17,1637.4879999999998
2021-07-17,1637.628
2021-07-27,1637.5165
2021-07-27,1637.7115
2021-08-06,1637.7849999999999
2021-08-06,1637.82
2021-08-16,1637.8739999999998
2021-08-16,1637.944
2021-08-25,1638.0865
2021-08-25,1638.0115
2021-09-04,1638.181
2021-09-04,1638.116
2021-09-14,1638.275
2021-09-14,1638.2
2021-09-24,1638.402
2021-09-24,1638.337
2021-10-04,1638.4070000000002
2021-10-04,1638.342
2021-10-14,1638.4595
2021-10-14,1638.4395
2021-10-24,1638.4279999999999
2021-10-24,1638.393
2021-11-03,1638.478
2021-11-03,1638.413
2021-11-13,1638.3585
2021-11-13,1638.3885
2021-11-23,1638.252
2021-11-23,1638.252
2021-12-03,1638.1280000000002
2021-12-03,1638.138
2021-12-12,1638.33
2021-12-13,1638.057
2021-12-22,1637.8145
2021-12-22,1637.7795
2022-01-01,1637.6695
2022-01-01,1637.7894999999999
2022-01-11,1637.7115
2022-01-11,1637.8015
2022-01-21,1637.8384999999998
2022-01-21,1637.8785
2022-01-31,1637.8475
2022-01-31,1637.8725
2022-02-10,1637.7645
2022-02-10,1637.7894999999999
2022-02-20,1637.745
2022-02-20,1637.745
2022-03-02,1637.5735
2022-03-02,1637.6084999999998
2022-03-12,1637.5025
2022-03-22,1637.6545
2022-03-22,1637.6444999999999
2022-04-01,1637.3605
2022-04-01,1637.4605000000001
2022-04-11,1637.4105
2022-04-20,1637.3875
2022-04-30,1637.348
2022-05-10,1637.344
2022-05-20,1637.269
2022-05-30,1637.227
2022-06-09,1637.259
2022-06-19,1637.09
2022-06-29,1637.1675
2022-07-09,1637.28
2022-07-19,1637.2689999999998
2022-07-29,1637.2145
2022-08-08,1637.3575
2022-08-17,1637.4405
2022-08-27,1637.665
2022-09-06,1637.717
2022-09-16,1637.843
2022-09-26,1637.9479999999999
2022-10-06,1638.5
2022-10-16,1637.885
2022-10-26,1637.7925
2022-11-05,1637.834
2022-11-15,1637.7215
2022-11-25,1637.5700000000002
2022-12-04,1637.286
2022-12-14,1637.299
2022-12-24,1637.4575
2023-01-03,1637.476
2023-01-13,1637.3825
2023-01-23,1637.2745
2023-02-02,1637.2604999999999
2023-02-12,1637.319
2023-02-22,1637.24
2023-03-04,1637.1565
2023-03-14,1637.58
2023-03-24,1637.056
2023-04-02,1637.2024999999999
2023-04-12,1637.1515
2023-04-22,1637.3125
2023-05-02,1637.411
2023-05-12,1637.383
2023-05-22,1637.451
2023-06-01,1637.5955
2023-06-11,1637.531
2023-06-21,1637.549
2023-07-01,1637.5355
2023-07-11,1637.586
2023-07-21,1637.684
2023-07-30,1637.8110000000001
2023-08-09,1638.0214999999998
2023-08-19,1638.1435000000001
2023-08-29,1638.132
2023-09-08,1638.1925
2023-09-18,1638.0520000000001
2023-09-28,1638.3485
2023-10-08,1638.329
2023-10-18,1638.373
2023-10-28,1638.3205
2023-11-07,1638.341
2023-11-17,1638.274
2023-11-26,1638.1255
2023-12-06,1638.1129999999998
2023-12-16,1638.1444999999999
2023-12-26,1638.0715
2024-01-05,1638.143
2024-01-15,1637.9705
2024-01-25,1637.871
2024-02-04,1637.7265
2024-02-14,1638.27
2024-02-24,1637.55
2024-03-05,1637.5665
2024-03-15,1637.319
2024-03-24,1637.6145000000001
2024-04-03,1637.444
2024-04-13,1637.6635
2024-04-23,1637.6705
2024-05-03,1637.6770000000001
2024-05-13,1637.6419999999998
2024-05-23,1637.743
2024-06-02,1637.5839999999998
2024-06-12,1637.6495
2024-06-22,1637.231
2024-07-02,1637.5345
2024-07-12,1637.7195
2024-07-21,1637.8110000000001
2024-07-31,1638.0025
2024-08-10,1638.2404999999999
2024-08-20,1638.423
2024-08-30,1638.757
2024-09-09,1638.801
2024-09-19,1638.728
2024-09-29,1638.8645000000001
2024-10-09,1638.674
2024-10-19,1638.714
2024-10-29,1638.645
